Image Filename,Reference Index,Target Index,Reference Side (px),Reference Size (cm),Scale Factor (px/cm),Target Length (px),Target Width (px),Estimated Target Length (cm),Estimated Target Width (cm),Reference Corners,Target Rotated Rect Points,Status
04_10BILL_TD_NEAR.jpg,2,1,178.2578,5.0,35.6516,533.8742,228.8362,14.9748,6.4187,"(578.0, 325.0); (756.0, 324.0); (756.0, 502.0); (579.0, 505.0)","(525.1, 860.0); (753.9, 859.1); (756.1, 1393.0); (527.2, 1393.9)",success
04_10BILL_TILT45_FAR.jpg,2,1,119.9517,5.0,23.9903,392.2107,155.0359,16.3487,6.4624,"(405.0, 207.0); (519.0, 228.0); (517.0, 349.0); (403.0, 335.0)","(355.9, 827.8); (510.9, 831.1); (502.5, 1223.2); (347.5, 1219.9)",success
04_10BILL_TILT45_NEAR.jpg,2,1,127.2402,5.0,25.448,418.0,163.0,16.4256,6.4052,"(430.0, 214.0); (550.0, 236.0); (548.0, 366.0); (429.0, 351.0)","(386.0, 626.0); (549.0, 626.0); (549.0, 1044.0); (386.0, 1044.0)",success
05_6INCHCAKEM_ROT45_FAR.jpg,2,1,137.9805,5.0,27.5961,502.0,496.0,18.191,17.9736,"(928.0, 223.0); (1026.0, 317.0); (931.0, 419.0); (832.0, 328.0)","(98.0, 726.0); (594.0, 726.0); (594.0, 1228.0); (98.0, 1228.0)",success
05_6INCHCAKEM_ROT45_NEAR.jpg,4,1,155.5981,5.0,31.1196,557.2657,555.5351,17.9072,17.8516,"(308.0, 573.1); (415.3, 463.6); (528.1, 574.2); (420.8, 683.6)","(638.7, 735.8); (1188.1, 653.4); (1270.7, 1204.5); (721.3, 1286.9)",success
05_6INCHCAKEM_TD_FAR.jpg,3,1,135.5128,5.0,27.1026,499.7848,491.4644,18.4405,18.1335,"(64.0, 325.0); (200.0, 324.0); (200.0, 457.0); (62.0, 460.0)","(939.5, -24.3); (1355.4, 252.9); (1082.8, 661.8); (666.9, 384.6)",success
05_6INCHCAKEM_TD_NEAR.jpg,3,2,149.2797,5.0,29.8559,561.7653,550.2803,18.8159,18.4312,"(533.0, 387.0); (680.0, 392.0); (681.0, 542.0); (533.0, 539.0)","(467.4, 796.7); (1014.3, 857.5); (952.2, 1415.8); (405.3, 1355.0)",success
05_6INCHCAKEM_TILT45_FAR.jpg,3,1,167.9053,5.0,33.5811,658.2656,564.3901,19.6023,16.8068,"(573.0, 57.0); (724.0, 103.0); (723.0, 276.0); (571.0, 242.0)","(450.5, 1031.6); (992.2, 873.2); (1177.0, 1505.0); (635.3, 1663.4)",success
05_6INCHCAKEM_TILT45_NEAR.jpg,3,1,157.1271,5.0,31.4254,591.436,525.2007,18.8203,16.7126,"(101.0, 408.0); (260.0, 407.0); (244.0, 554.0); (73.0, 556.0)","(524.5, 105.4); (1106.1, -1.7); (1201.2, 514.8); (619.6, 621.9)",success
06_SHIPPINGBO_ROT45_FAR.jpg,,,,,,,,,,,,skipped_by_user
06_SHIPPINGBO_ROT45_NEAR.jpg,,,,,,,,,,,,skipped_by_user
06_SHIPPINGBO_TD_FAR.jpg,,,,,,,,,,,,skipped_by_user
06_SHIPPINGBO_TD_NEAR.jpg,,,,,,,,,,,,skipped_by_user
06_SHIPPINGBO_TILT45_FAR.jpg,,,,,,,,,,,,skipped_by_user
06_SHIPPINGBO_TILT45_NEAR.jpg,,,,,,,,,,,,skipped_by_user
07_BOOK_ROT45_FAR.jpg,7,1,137.9535,5.0,27.5907,758.3066,585.9794,27.4841,21.2383,"(863.0, 235.0); (960.0, 139.0); (1054.0, 240.0); (956.0, 338.0)","(41.8, 1040.6); (461.2, 631.4); (990.7, 1174.2); (571.3, 1583.4)",success
07_BOOK_ROT45_NEAR.jpg,6,3,142.5005,5.0,28.5001,614.0943,502.9722,21.5471,17.6481,"(853.0, 199.0); (954.0, 301.0); (857.0, 402.0); (754.0, 302.0)","(618.4, 587.9); (970.3, 947.3); (531.5, 1376.9); (179.6, 1017.5)",success
07_BOOK_TD_FAR.jpg,7,2,145.2783,5.0,29.0557,783.0,600.0,26.9483,20.65,"(270.0, 139.0); (415.0, 140.0); (419.0, 285.0); (274.0, 285.0)","(276.0, 866.0); (1059.0, 866.0); (1059.0, 1466.0); (276.0, 1466.0)",success
07_BOOK_TD_NEAR.jpg,,,,,,,,,,,,skipped_by_user
