Image Filename,Reference Index,Target Index,Reference Side (px),Reference Size (cm),Scale Factor (px/cm),Target Length (px),Target Width (px),Estimated Target Length (cm),Estimated Target Width (cm),Reference Corners,Target Rotated Rect Points,Status
16_POT_ROT45_FAR.jpg,7,1,125.9276,5,25.1755,583,581,23.1779,23.0655,"(889.0, 494.0); (980.0, 408.0); (1066.0, 500.0); (975.0, 587.0)","(354.0, 746.0); (938.0, 746.0); (938.0, 1328.0); (354.0, 1328.0)",success
16_POT_ROT45_NEAR.jpg,7,1,125.9275,5,25.1855,584,582,23.1879,23.1085,"(889.0, 494.0); (980.0, 408.0); (1066.0, 500.0); (975.0, 587.0)","(354.0, 746.0); (938.0, 746.0); (938.0, 1328.0); (354.0, 1328.0)",success
16_POT_TD_FAR.jpg,3,1,171.774,5,34.3548,917.7108,544.2656,39.27,21.37,"(740.0, 421.0); (856.0, 310.0); (966.0, 428.0); (849.0, 539.0)","(124.9, 800.3); (581.5, 688.3); (662.7, 1019.2); (206.0, 1131.2)",success
16_POT_TD_NEAR.jpg,4,2,168.0759,5,33.6152,929.8218,584.9296,39.98,22.95,"(566.0, 145.0); (740.0, 142.0); (737.0, 319.0); (564.0, 320.0)","(412.6, 1133.0); (761.9, 1002.0); (961.5, 1534.2); (612.2, 1665.2)",success
16_POT_TILT45_FAR.jpg,6,2,129.7814,5,25.9563,759.2943,294.7023,29.2528,11.3538,"(89.0, 576.0); (221.0, 580.0); (221.0, 704.0); (90.0, 708.0)","(697.8, 401.3); (986.7, 459.7); (836.3, 1203.9); (547.4, 1145.5)",success
16_POT_TILT45_NEAR.jpg,5,2,181.0991,5,36.2198,593.5507,503.5724,16.3875,13.9032,"(217.0, 828.0); (399.0, 833.0); (395.0, 1007.0); (216.0, 1017.0)","(945.9, 380.2); (1366.1, 657.7); (1039.0, 1153.0); (618.8, 875.5)",success
17_MUG_ROT45_FAR.jpg,3,1,154.2117,5,30.8423,468.2794,323.9069,15.183,10.502,"(959.0, 236.0); (1072.0, 342.0); (964.0, 454.0); (854.0, 349.0)","(78.2, 1030.7); (520.0, 875.6); (627.3, 1181.2); (185.5, 1336.3)",success
17_MUG_ROT45_NEAR.jpg,3,1,160.9468,5,32.1894,470.176,340.7852,14.6066,10.5869,"(740.0, 421.0); (856.0, 310.0); (966.0, 428.0); (849.0, 539.0)","(124.9, 800.3); (581.5, 688.3); (662.7, 1019.2); (206.0, 1131.2)",success
17_MUG_TD_FAR.jpg,3,1,174.7664,5,34.9533,568.3517,373.0102,16.2603,10.6717,"(566.0, 145.0); (740.0, 142.0); (737.0, 319.0); (564.0, 320.0)","(412.6, 1133.0); (761.9, 1002.0); (961.5, 1534.2); (612.2, 1665.2)",success
17_MUG_TD_NEAR.jpg,3,1,184.0258,5,36.8052,561.0637,412.1767,15.2442,11.1989,"(539.0, 254.0); (723.0, 256.0); (720.0, 441.0); (536.0, 437.0)","(645.4, 777.0); (1011.7, 966.0); (754.4, 1464.6); (388.1, 1275.6)",success
17_MUG_TILT45_FAR.jpg,6,3,206,5,41.2,383.1974,247.7842,9.3009,6.0142,"(79.0, 854.0); (285.0, 854.0); (285.0, 1060.0); (79.0, 1060.0)","(906.9, 709.0); (1286.7, 760.1); (1253.6, 1005.7); (873.9, 954.6)",success
17_MUG_TILT45_NEAR.jpg,4,2,151.5769,5,30.3154,362.6009,232.0144,11.961,7.6534,"(89.0, 624.0); (244.0, 627.0); (242.0, 770.0); (89.0, 779.0)","(563.6, 520.2); (920.4, 585.1); (878.8, 813.3); (522.1, 748.5)",success
18_PEANUTMASS_ROT45_FAR.jpg,3,1,134.7308,5,26.9462,726.9772,353.9098,26.9789,13.134,"(1017.0, 254.0); (1110.0, 351.0); (1011.0, 445.0); (920.0, 350.0)","(487.0, 652.3); (712.0, 925.4); (150.9, 1387.6); (-74.1, 1114.5)",success
18_PEANUTMASS_ROT45_NEAR.jpg,4,1,152.753,5,30.5506,859.8211,419.1468,28.1442,13.7198,"(878.0, 443.0); (988.0, 336.0); (1095.0, 444.0); (983.0, 551.0)","(638.9, 585.2); (913.0, 902.2); (262.6, 1464.6); (-11.5, 1147.5)",success
18_PEANUTMASS_TD_FAR.jpg,5,2,148.7627,5,29.7525,832.2957,399.0742,27.9739,13.4131,"(547.0, 111.0); (695.0, 108.0); (694.0, 259.0); (548.0, 261.0)","(448.1, 827.8); (845.6, 863.8); (770.6, 1692.7); (373.1, 1656.7)",success
18_PEANUTMASS_TD_NEAR.jpg,4,1,159.2539,5,31.8508,917.7108,444.2656,28.8128,13.9483,"(527.0, 192.0); (686.0, 190.0); (686.0, 350.0); (527.0, 351.0)","(450.9, 615.6); (894.1, 645.9); (831.6, 1561.5); (388.4, 1531.2)",success
18_PEANUTMASS_TILT45_FAR.jpg,8,1,164.5826,5,32.9165,459,296,13.9444,8.9924,"(735.0, 96.0); (906.0, 94.0); (904.0, 259.0); (745.0, 259.0)","(680.0, 800.0); (976.0, 800.0); (976.0, 1259.0); (680.0, 1259.0)",success
18_PEANUTMASS_TILT45_NEAR.jpg,8,1,162.5826,5,31.9065,450,290,18.7234,11.9974,"(735.0, 96.0); (906.0, 94.0); (904.0, 259.0); (745.0, 259.0)","(680.0, 800.0); (976.0, 800.0); (976.0, 1259.0); (680.0, 1259.0)",success
19_SCREWDRIVE_ROT45_FAR.jpg,,,,,,,,,,,,skipped_by_user
19_SCREWDRIVE_ROT45_NEAR.jpg,,,,,,,,,,,,skipped_by_user
19_SCREWDRIVE_TD_FAR.jpg,,,,,,,,,,,,skipped_by_user
19_SCREWDRIVE_TD_NEAR.jpg,,,,,,,,,,,,skipped_by_user
19_SCREWDRIVE_TILT45_FAR.jpg,,,,,,,,,,,,skipped_by_user
19_SCREWDRIVE_TILT45_NEAR.jpg,,,,,,,,,,,,skipped_by_user
20_BOWL_ROT45_FAR.jpg,4,1,137.9058,5,27.5812,615.1829,610.9402,22.3045,22.1506,"(1017.0, 254.0); (1110.0, 351.0); (1011.0, 445.0); (920.0, 350.0)","(487.0, 652.3); (712.0, 925.4); (150.9, 1387.6); (-74.1, 1114.5)",success
20_BOWL_TD_FAR.jpg,2,1,140.5926,5,28.1185,653.6803,648.2228,23.2473,23.0532,"(629.0, 226.0); (769.0, 232.0); (765.0, 373.0); (625.0, 367.0)","(322.6, 926.6); (970.6, 944.2); (953.0, 1597.6); (305.0, 1580.1)",success
20_BOWL_TD_NEAR.jpg,3,1,166.5585,5,33.3117,772,764,23.175,22.9349,"(622.0, 257.0); (789.0, 258.0); (783.0, 426.0); (617.0, 422.0)","(222.0, 748.0); (994.0, 748.0); (994.0, 1512.0); (222.0, 1512.0)",success
20_BOWL_TILT45_FAR.jpg,4,1,146.8177,5,29.3635,433,296,14.7462,10.0805,"(24.0, 532.0); (175.0, 538.0); (175.0, 676.0); (27.0, 682.0)","(651.0, 450.0); (947.0, 450.0); (947.0, 883.0); (651.0, 883.0)",success
20_BOWL_TILT45_NEAR.jpg,3,1,142.3215,5,28.4643,502.796,372.1846,17.6641,13.0755,"(97.0, 502.0); (242.0, 511.0); (242.0, 646.0); (98.0, 647.0)","(554.4, 389.0); (926.5, 399.5); (912.3, 902.1); (540.3, 891.6)",success
